Book_Name;book_id;guten_genre;Author_Name
An Ocean Tramp;pg30648.epub;Literary;McFee| William
Daisy's Necklace- and What Came of It;pg30668.epub;Literary;Aldrich| Thomas Bailey
Sir Tom;pg30692.epub;Literary;Oliphant| Mrs.
The Record of Nicholas Freydon - An Autobiography;pg30704.epub;Literary;Dawson| A. J.
Captain Pott's Minister;pg30713.epub;Literary;Cooper| Francis L.
Absolution;pg30724.epub;Literary;Viebig| Clara
The Fate of Felix Brand;pg30733.epub;Literary;Kelly| Florence Finch
Clark's Field;pg30736.epub;Literary;Herrick| Robert
Materials and Methods of Fiction - With an Introduction by Brander Matthews;pg30776.epub;Literary;Hamilton| Clayton Meeker
The Beggar Man;pg30817.epub;Literary;Ayres| Ruby M.
Ashton-Kirk- Criminologist;pg30838.epub;Detective and Mystery;McIntyre| John Thomas
Kidnapped at the Altar- The Romance of that Saucy Jessie Bain;pg30980.epub;Sea and Adventure;Libbey| Laura Jean
Ten Thousand a-Year. Volume 1.;pg31004.epub;Literary;Warren| Samuel
The Recipe for Diamonds;pg31083.epub;Sea and Adventure;Hyne| Charles John Cutcliffe Wright
Aliens;pg31241.epub;Literary;McFee| William
Cupid's Middleman;pg31561.epub;Literary;Lent| Edward B.
Walladmor- Vol. 1 (of 2) - "Freely Translated into German from the English of Sir Walter Scott." And Now Freely Translated from the German into English.;pg31563.epub;Literary;Alexis| Willibald
Walladmor- Vol. 2 (of 2) - "Freely Translated into German from the English of Sir Walter Scott." And Now Freely Translated from the German into English.;pg31568.epub;Literary;Alexis| Willibald
Room Number 3- and Other Detective Stories;pg31578.epub;Detective and Mystery;Green| Anna Katharine
The Serapion Brethren- Vol. II;pg31668.epub;Literary;Hoffmann| E. T. A.
Checkers: A Hard-luck Story;pg31813.epub;Literary;Blossom| Henry
The Serapion Brethren- Vol. I.;pg31820.epub;Literary;Hoffmann| E. T. A.
Portia- By Passions Rocked;pg31825.epub;Literary;Duchess|
An Artist in Crime;pg31915.epub;Detective and Mystery;Ottolengui| Rodrigues
The Portal of Dreams;pg31927.epub;Literary;Buck| Charles Neville
A Life Sentence: A Novel;pg31984.epub;Literary;Sergeant| Adeline
Captain Macedoine's Daughter;pg32042.epub;Literary;McFee| William
A Rent In A Cloud;pg32082.epub;Literary;Lever| Charles James
Command;pg32114.epub;Sea and Adventure;McFee| William
Rose MacLeod;pg32115.epub;Literary;Brown| Alice
When the Cock Crows;pg32116.epub;Literary;Baily| Waldron
Long Live the King!;pg32132.epub;Literary;Boothby| Guy
Arthur O'Leary: His Wanderings And Ponderings In Many Lands;pg32424.epub;Literary;Lever| Charles James
The Brightener;pg32428.epub;Literary;Williamson| A. M.| Williamson| C. N.
A Marriage at Sea;pg32516.epub;Sea and Adventure;Russell| William Clark
Gerald Fitzgerald- the Chevalier: A Novel;pg32560.epub;Sea and Adventure;Viebig| Clara
A Novelist on Novels;pg32576.epub;Literary;George| Walter Lionel
A Day's Ride: A Life's Romance;pg32692.epub;Literary;Lever| Charles James
That Boy Of Norcott's;pg32693.epub;Literary;Lever| Charles James
Jacob's Ladder;pg32732.epub;Detective and Mystery;Oppenheim| E. Phillips
Tried for Her Life - A Sequel to "Cruel As the Grave";pg32757.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
Fairfax and His Pride: A Novel;pg32826.epub;Literary;Vorst| Marie Van
One Of Them;pg32840.epub;Literary;Lever| Charles James
Lady Cassandra;pg32882.epub;Literary;Vaizey| Mrs. George de Horne
Sir Hilton's Sin;pg32915.epub;Literary;Fenn| George Manville
The Sapphire Cross;pg32917.epub;Literary;Fenn| George Manville
Thereby Hangs a Tale. Volume One;pg32929.epub;Literary;Fenn| George Manville
An Unknown Lover;pg32936.epub;Literary;Vaizey| Mrs. George de Horne
The Red Rat's Daughter;pg33004.epub;Detective and Mystery;Boothby| Guy
The Green God;pg33019.epub;Detective and Mystery;Kummer| Frederic Arnold
Sir Jasper Carew: His Life and Experience;pg33081.epub;Literary;Lever| Charles James
The Truth About Tristrem Varick: A Novel;pg33099.epub;Literary;Saltus| Edgar
Was It Right to Forgive? A Domestic Romance;pg33195.epub;Literary;Barr| Amelia E.
Faith and Unfaith: A Novel;pg33312.epub;Literary;Duchess|
The Little Schoolmaster Mark: A Spiritual Romance;pg33401.epub;Literary;Davis| Richard Harding
A Man in the Open;pg33423.epub;Literary;Pocock| Roger
Roland Cashel- Volume I (of II);pg33468.epub;Literary;Lever| Charles James
Roland Cashel- Volume II (of II);pg33469.epub;Literary;Lever| Charles James
The Furnace;pg33482.epub;Literary;Macaulay| Rose
The Gambler: A Novel;pg33490.epub;Literary;Thurston| Katherine Cecil
Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus;pg33498.epub;Western Stories;Rhodes| Eugene Manlove
The Fortunes Of Glencore;pg33556.epub;Literary;Lever| Charles James
The Bachelors: A Novel;pg33565.epub;Literary;Orcutt| William Dana
Tony Butler;pg33604.epub;Literary;Lever| Charles James
Norine's Revenge- and- Sir Noel's Heir;pg33664.epub;Literary;Fleming| May Agnes
X Y Z: A Detective Story;pg33695.epub;Detective and Mystery;Green| Anna Katharine
The Cottage of Delight: A Novel;pg33715.epub;Literary;Harben| Will N.
An Engagement of Convenience: A Novel;pg33747.epub;Literary;Zangwill| Louis
The Key to Yesterday;pg33759.epub;Literary;Buck| Charles Neville
The Haunted Pajamas;pg33780.epub;Literary;Elliott| Francis Perry
King of Camargue;pg33867.epub;Literary;Aicard| Jean
Regina- or the Sins of the Fathers;pg33892.epub;Literary;Sudermann| Hermann
The Unknown Sea;pg33945.epub;Allegories;Housman| Clemence
The Reclaimers;pg33959.epub;Literary;McCarter| Margaret Hill
The Mysterious Wanderer- Vol. I;pg33973.epub;Literary;Reeve| Sophia
Love Works Wonders: A Novel;pg33989.epub;Literary;Brame| Charlotte M.
The Belovéd Traitor;pg34034.epub;Literary;Packard| Frank L.
The Hillman;pg34035.epub;Detective and Mystery;Oppenheim| E. Phillips
Whispering Wires;pg34046.epub;Detective and Mystery;Leverage| Henry
A Poached Peerage;pg34088.epub;Literary;Magnay| Sir William
Lady Maude's Mania;pg34138.epub;Literary;Fenn| George Manville
A Double Knot;pg34140.epub;Literary;Fenn| George Manville
By Birth a Lady;pg34142.epub;Literary;Fenn| George Manville
A Blot on the Scutcheon;pg34164.epub;Literary;Knowles| Mabel Winifred
Capricious Caroline;pg34166.epub;Literary;Rowlands| Effie Adelaide
Zula;pg34168.epub;Literary;Lindley| H. Esselstyn
The Girl From Tim's Place;pg34202.epub;Literary;Munn| Charles Clark
The Star-Gazers;pg34244.epub;Literary;Fenn| George Manville
Of High Descent;pg34246.epub;Literary;Fenn| George Manville
The Man with a Shadow;pg34248.epub;Literary;Fenn| George Manville
A Mysterious Disappearance;pg34277.epub;Detective and Mystery;Tracy| Louis
Phases of an Inferior Planet;pg34402.epub;Literary;Glasgow| Ellen Anderson Gholson
For the Allinson Honor;pg34415.epub;Literary;Bindloss| Harold
Alas! A Novel;pg34428.epub;Literary;Broughton| Rhoda
The Rosery Folk;pg34482.epub;Literary;Fenn| George Manville
The Gold Brick;pg34500.epub;Literary;Stephens| Ann S.
Paradise Bend;pg34567.epub;Western Stories;White| William Patterson
The Triumph of Virginia Dale;pg34575.epub;Literary;Francis| John
Mrs. Halliburton's Troubles;pg34587.epub;Literary;Trevena| John
Through Night to Light: A Novel;pg34598.epub;Literary;Spielhagen| Friedrich
What the Swallow Sang: A Novel;pg34599.epub;Literary;Spielhagen| Friedrich
King of the Castle;pg34609.epub;Literary;Fenn| George Manville
Barren Honour: A Novel;pg34616.epub;Literary;Lawrence| George A.
The Gateless Barrier;pg34619.epub;Ghost and Horror;Malet| Lucas
I- Thou- and the Other One: A Love Story;pg34628.epub;Love and Romance;Barr| Amelia E.
The Mysterious Wanderer; Vol. II;pg34629.epub;Literary;Reeve| Sophia
The Breaking of the Storm- Vol. I.;pg34657.epub;Literary;Spielhagen| Friedrich
The Breaking of the Storm- Vol. II.;pg34658.epub;Literary;Spielhagen| Friedrich
The Breaking of the Storm- Vol. III.;pg34659.epub;Literary;Spielhagen| Friedrich
Willing to Die: A Novel;pg34662.epub;Literary;Fanu| Joseph Sheridan Le
Commodore Junk;pg34663.epub;Literary;Fenn| George Manville
The Mynns' Mystery;pg34664.epub;Detective and Mystery;Fenn| George Manville
The Man with the Double Heart;pg34709.epub;Literary;Hine| Muriel
One of My Sons;pg34710.epub;Detective and Mystery;Green| Anna Katharine
The Ivory Gate- a new edition;pg34738.epub;Literary;Besant| Walter
Problematic Characters: A Novel;pg34748.epub;Literary;Spielhagen| Friedrich
Englefield Grange- Mary Armstrong's Troubles;pg34794.epub;Literary;Paull| Mrs. H. B.
The Pagan's Cup;pg34835.epub;Detective and Mystery;Abbott| Eleanor Hallowell
The Rival Crusoes- The Ship Wreck - Also A Voyage to Norway; and The Fisherman's Cottage.;pg34849.epub;Literary;Strickland| Agnes
Mystery and Confidence: A Tale. Vol. 1;pg34932.epub;Literary;Pinchard| Elizabeth Sibthorpe
Mystery and Confidence: A Tale. Vol. 3;pg34933.epub;Literary;Pinchard| Elizabeth Sibthorpe
£19-000;pg34934.epub;Detective and Mystery;Delannoy| Burford
The House of Strange Secrets: A Detective Story;pg34947.epub;Detective and Mystery;Bayly| A. Eric
Mystery and Confidence: A Tale. Vol. 2;pg34968.epub;Literary;Pinchard| Elizabeth Sibthorpe
The Count of Nideck - adapted from the French of Erckmann-Chartrian;pg34999.epub;Literary;Erckmann-Chatrian| | Fiske| Ralph Browning
The House in the Mist;pg35003.epub;Detective and Mystery;Green| Anna Katharine
The Carleton Case;pg35038.epub;Literary;Clark| Ellery H.
Dilemmas of Pride- (Vol 2 of 3);pg35057.epub;Literary;Loudon| Mrs.
Dilemmas of Pride- (Vol 3 of 3);pg35058.epub;Literary;Loudon| Mrs.
Girl Alone;pg35077.epub;Literary;Austin| Anne
The Mesa Trail;pg35078.epub;Western Stories;Bedford-Jones| H.
The Blind Mother- and The Last Confession;pg35140.epub;Literary;Caine| Sir Hall
The Solitary Farm;pg35146.epub;Detective and Mystery;Hume| Fergus
In the Van- The Builders;pg35203.epub;Literary;Price-Brown| John
Who?;pg35205.epub;Detective and Mystery;Kent| Elizabeth
The Guerilla Chief- and Other Tales;pg35214.epub;Literary;Reid| Mayne
The Oyster;pg35217.epub;Literary;Peer|
The Streets of Ascalon - Episodes in the Unfinished Career of Richard Quarren- Esqre.;pg35233.epub;Literary;Chambers| Robert W.
In the Onyx Lobby;pg35254.epub;Detective and Mystery;Wells| Carolyn
A Wife's Duty: A Tale;pg35294.epub;Literary;Opie| Amelia
Sir Brook Fossbrooke- Volume I.;pg35296.epub;Literary;Lever| Charles James
Sir Brook Fossbrooke- Volume II.;pg35297.epub;Literary;Lever| Charles James
The Last Stroke: A Detective Story;pg35304.epub;Detective and Mystery;Lynch| Lawrence L.
A Practical Novelist;pg35313.epub;Literary;Davidson| John
The Long Lane's Turning;pg35326.epub;Literary;Rives| Hallie Erminie
The Lady Evelyn: A Story of To-day;pg35336.epub;Literary;Pemberton| Max
A Song of a Single Note: A Love Story;pg35358.epub;Love and Romance;Barr| Amelia E.
The Wicked Marquis;pg35361.epub;Detective and Mystery;Oppenheim| E. Phillips
Mad: A Story of Dust and Ashes;pg35367.epub;Literary;Fenn| George Manville
Friends I Have Made;pg35368.epub;Literary;Fenn| George Manville
Mrs. Geoffrey;pg35384.epub;Literary;Duchess| 
The Amethyst Box;pg35424.epub;Detective and Mystery;Green| Anna Katharine
A Charming Fellow- Volume I;pg35428.epub;Literary;Trollope| Frances Eleanor
A Charming Fellow- Volume II;pg35429.epub;Literary;Trollope| Frances Eleanor
A Charming Fellow- Volume III;pg35430.epub;Literary;Trollope| Frances Eleanor
The Dodd Family Abroad- Vol. I;pg35441.epub;Literary;Lever| Charles James
The Dodd Family Abroad- Vol. II;pg35442.epub;Literary;Lever| Charles James
Lost Lenore: The Adventures of a Rolling Stone;pg35443.epub;Sea and Adventure;Reid| Mayne
Sharing Her Crime: A Novel;pg35462.epub;Detective and Mystery;Fleming| May Agnes
The Black Eagle Mystery;pg35484.epub;Detective and Mystery;Bonner| Geraldine
The Golden Road;pg35509.epub;Literary;Allen| Frank Waller
The Three Impostors- The Transmutations;pg35517.epub;Ghost and Horror;Machen| Arthur
Only One Love- Who Was the Heir;pg35523.epub;Literary;Garvice| Charles
The Haute Noblesse: A Novel;pg35527.epub;Literary;Fenn| George Manville
The Secret of the Sands- The "Water Lily" and her Crew;pg35528.epub;Sea and Adventure;Collingwood| Harry
The Haunted Room: A Tale;pg35533.epub;Literary;E.| A. L. O.
Doctor Cupid: A Novel;pg35548.epub;Literary;Broughton| Rhoda
The Funny Philosophers- or Wags and Sweethearts.  A Novel;pg35599.epub;Literary;Yellott| George
Mysterious Mr. Sabin;pg35661.epub;Detective and Mystery;Oppenheim| E. Phillips
Titan: A Romance. v. 1 (of 2);pg35664.epub;Literary;Paul| Jean
The Late Tenant;pg35691.epub;Literary;Tracy| Louis
The Game and the Candle;pg35740.epub;Literary;Ingram| Eleanor M.
Lily Pearl and The Mistress of Rosedale;pg35765.epub;Literary;Glenwood| Ida
Dilemmas of Pride- (Vol 1 of 3);pg35769.epub;Literary;Loudon| Mrs
The Hills of Refuge: A Novel;pg35785.epub;Literary;Harben| Will N.
Plain Mary Smith: A Romance of Red Saunders;pg35787.epub;Humorous and Wit and Satire;Phillips| Henry Wallace
The Black Star: A Detective Story;pg35833.epub;Detective and Mystery;McCulley| Johnston
Final Proof- The Value of Evidence;pg35902.epub;Detective and Mystery;Ottolengui| Rodrigues
The Finger of Fate: A Romance;pg35912.epub;Literary;Reid| Mayne
The Child Wife;pg35913.epub;Literary;Reid| Mayne
Silent Struggles;pg36027.epub;Literary;Stephens| Ann S.
A Speckled Bird;pg36029.epub;Literary;Evans| Augusta J.
Hesperus- Forty-Five Dog-Post-Days: A Biography. Vol. I.;pg36071.epub;Literary;Paul| Jean
Hesperus- Forty-Five Dog-Post-Days: A Biography. Vol. II.;pg36087.epub;Literary;Paul| Jean
The Letter of Credit;pg36159.epub;Love and Romance;Warner| Susan
Bijou;pg36199.epub;Literary;Gyp| 
The Shooting of Dan McGrew- A Novel. Based on the Famous Poem of Robert Service;pg36232.epub;Literary;Dana| Marvin| Service| Robert W.
The Red Mouse: A Mystery Romance;pg36247.epub;Detective and Mystery;Osborne| William Hamilton
The Invisible Lodge;pg36353.epub;Literary;Paul| Jean
Faithful Margaret: A Novel;pg36360.epub;Literary;Simpson| Mrs. J. M.
Zoe- Some Day: A Novel;pg36364.epub;Literary;Leonard| May
Dangerous Ground- The Rival Detectives;pg36366.epub;Detective and Mystery;Lynch| Lawrence L.
Wives and Widows- The Broken Life;pg36374.epub;Literary;Stephens| Ann S.
The Turn of the Tide: The Story of How Margaret Solved Her Problem;pg36401.epub;Literary;Porter| Eleanor H.
Titan: A Romance. v. 2 (of 2);pg36403.epub;Literary;Paul| Jean
Jessamine: A Novel;pg36414.epub;Literary;Harland| Marion
The Story of an Untold Love;pg36439.epub;Literary;Ford| Paul Leicester
A Butterfly on the Wheel: A Novel;pg36467.epub;Literary;Hemmerde| Edward G.| Neilson| Francis| Thorne| Guy
The Red Derelict;pg36588.epub;Sea and Adventure;Mitford| Bertram
Fordham's Feud;pg36593.epub;Literary;Mitford| Bertram
The Haunted Homestead: A Novel;pg36713.epub;Literary;Southworth| Emma Dorothy Eliza Nevitte
One Maid's Mischief;pg36723.epub;Literary;Fenn| George Manville
Cynthia Wakeham's Money;pg36758.epub;Detective and Mystery;Green| Anna Katharine
Midnight Webs;pg36875.epub;Literary;Fenn| George Manville
In Strange Company: A Story of Chili and the Southern Seas;pg37081.epub;Sea and Adventure;Boothby| Guy
A Life For a Love: A Novel;pg37107.epub;Literary;Meade| L. T.
The Ranchman;pg37204.epub;Western Stories;Seltzer| Charles Alden
The Wayfarers;pg37208.epub;Literary;Cutting| Mary Stewart
The Crime Doctor;pg37338.epub;Detective and Mystery;Hornung| E. W.
Pray You- Sir- Whose Daughter?;pg37355.epub;Literary;Gardener| Helen H.
The Empty Sack;pg37412.epub;Literary;King| Basil
The Sin of Monsieur Pettipon- and other humorous tales;pg37430.epub;Humorous and Wit and Satire;Connell| Richard Edward
Rough-Hewn;pg37451.epub;Literary;Fisher| Dorothy Canfield
Daisy Thornton;pg37467.epub;Literary;Holmes| Mary Jane
Jessie Graham;pg37476.epub;Literary;Holmes| Mary Jane
The Debit Account;pg37479.epub;Literary;Onions| Oliver
The Gray Phantom's Return;pg37490.epub;Detective and Mystery;Landon| Herman
The Sins of the Children: A Novel;pg37664.epub;Literary;Hamilton| Cosmo
Mavis of Green Hill;pg37710.epub;Love and Romance;Baldwin| Faith
Notwithstanding;pg37781.epub;Literary;Cholmondeley| Mary
The Open Question: A Tale of Two Temperaments;pg37827.epub;Literary;Robins| Elizabeth
The Story of Louie;pg37838.epub;Literary;Onions| Oliver
A Humble Enterprise;pg37866.epub;Literary;Cambridge| Ada
The Gray Phantom;pg37913.epub;Detective and Mystery;Landon| Herman
In Accordance with the Evidence;pg37919.epub;Literary;Onions| Oliver
The Heatherford Fortune - a sequel to the Magic Cameo;pg38006.epub;Literary;Sheldon| Mrs. Georgie
The Sailor;pg38186.epub;Literary;Snaith| J. C.
Kenneth McAlpine: A Tale of Mountain- Moorland and Sea;pg38199.epub;Literary;Stables| Gordon
The Making of William Edwards- The Story of the Bridge of Beauty;pg38212.epub;Literary;Banks| Mrs. G. Linnaeus
Simon the Jester;pg3828.epub;Humorous and Wit and Satire;Locke| William John
A Witch of the Hills- v. 1 [of 2];pg38291.epub;Literary;Warden| Florence
A Witch of the Hills- v. 2 [of 2];pg38292.epub;Literary;Warden| Florence
The Happy Warrior;pg38325.epub;Literary;Hutchinson| A. S. M.
A Knight on Wheels;pg38368.epub;Literary;Hay| Ian
Loaded Dice;pg38474.epub;Literary;Clark| Ellery H.
Gargoyles;pg38489.epub;Literary;Hecht| Ben
The Story of Charles Strange: A Novel. Vol. 1 (of 3);pg38623.epub;Literary;Wood| Mrs. Henry
The Story of Charles Strange: A Novel. Vol. 2 (of 3);pg38624.epub;Literary;Wood| Mrs. Henry
The Story of Charles Strange: A Novel. Vol. 3 (of 3);pg38625.epub;Literary;Wood| Mrs. Henry
Miranda of the Balcony: A Story;pg38679.epub;Literary;Mason| A. E. W.
The Truants;pg38685.epub;Literary;Mason| A. E. W.
The Turnstile;pg38689.epub;Literary;Mason| A. E. W.
The Maker of Opportunities;pg38702.epub;Literary;Gibbs| George
A Singular Metamorphosis;pg38715.epub;Literary;Skiles| May Evelyn
The Monctons: A Novel. Volume 2 (of 2);pg38798.epub;Literary;Moodie| Susanna
Out of a Labyrinth;pg38888.epub;Detective and Mystery;Lynch| Lawrence L.
Mr. Marx's Secret;pg39018.epub;Detective and Mystery;Oppenheim| E. Phillips
The White Blackbird;pg39066.epub;Literary;Aitken| Robert
Miser Farebrother: A Novel (vol. 1 of 3);pg39111.epub;Literary;Farjeon| B. L.
It May Be True- Vol. 2 (of 3);pg39192.epub;Literary;Wood| Mrs. Henry
It May Be True- Vol. 3 (of 3);pg39193.epub;Literary;Wood| Mrs. Henry
Tales for Fifteen;pg39207.epub;Literary;Cooper| James Fenimore
Mitchelhurst Place: A Novel. Vol. 1 (of 2);pg39345.epub;Literary;Veley| Margaret
Wyndham's Pal;pg39349.epub;Literary;Bindloss| Harold
Mabel: A Novel. Vol. 3 (of 3);pg39359.epub;Literary;Newby| Mrs. C. J.
Mildred Arkell: A Novel. Vol. 2 (of 3);pg39377.epub;Literary;Wood| Mrs. Henry
A Gamble with Life;pg39417.epub;Detective and Mystery;Hocking| Silas K.
The Mysterious Wanderer- Vol. III - A Novel in Three Volumes;pg39425.epub;Literary;Reeve| Sophia
Guy and Pauline;pg39556.epub;Literary;MacKenzie| Compton
In the Hands of the Malays- and Other Stories;pg39616.epub;Sea and Adventure;Henty| G. A.
Sylvia & Michael: The later adventures of Sylvia Scarlett;pg39660.epub;Literary;MacKenzie| Compton
Mildred Arkell: A Novel. Vol. 1 (of 3);pg39692.epub;Literary;Wood| Mrs. Henry
Mildred Arkell: A Novel. Vol. 3 (of 3);pg39693.epub;Literary;Wood| Mrs. Henry
The Marriage of Esther;pg39731.epub;Literary;Boothby| Guy
Vassall Morton: A Novel;pg39768.epub;Literary;Parkman| Francis
A Sovereign Remedy;pg39813.epub;Literary;Steel| Flora Annie Webster
Upsidonia;pg39905.epub;Humorous and Wit and Satire;Marshall| Archibald
Ashton-Kirk- Secret Agent;pg39940.epub;Detective and Mystery;McIntyre| John Thomas
In Silk Attire: A Novel;pg40111.epub;Literary;Black| William
Fashion and Famine;pg40114.epub;Literary;Stephens| Ann S.
A Woman's Love;pg40180.epub;Literary;Opie| Amelia
Mabel: A Novel. Vol. 2 (of 3);pg40199.epub;Literary;Newby| Mrs. C. J.
The Threatening Eye;pg40278.epub;Literary;Knight| E. F.
True to a Type- Vol. 1 (of 2);pg40324.epub;Literary;Cleland| Robert
True to a Type- Vol. 2 (of 2);pg40325.epub;Literary;Cleland| Robert
The Coward Behind the Curtain;pg40347.epub;Literary;Marsh| Richard
The Crime and the Criminal;pg40348.epub;Detective and Mystery;Marsh| Richard
It May Be True- Vol. 1 (of 3);pg40418.epub;Literary;Wood| Mrs. Henry
Miss Hildreth: A Novel- Volume 1;pg40431.epub;Literary;Stevens| Augusta de Grasse
Miss Hildreth: A Novel- Volume 2;pg40432.epub;Literary;Stevens| Augusta de Grasse
Miss Hildreth: A Novel- Volume 3;pg40433.epub;Literary;Stevens| Augusta de Grasse
Violet Forster's Lover;pg40450.epub;Literary;Marsh| Richard
Under One Flag;pg40451.epub;Literary;Marsh| Richard
The Twickenham Peerage;pg40452.epub;Literary;Marsh| Richard
The Garden of Survival;pg4046.epub;Ghost and Horror;Blackwood| Algernon
Black Star's Campaign: A Detective Story;pg40484.epub;Detective and Mystery;McCulley| Johnston
The Red Lottery Ticket;pg40491.epub;Detective and Mystery;Boisgobey| Fortunu
The King of Diamonds: A Tale of Mystery and Adventure;pg40493.epub;Detective and Mystery;Tracy| Louis
The Ordeal of Elizabeth;pg40495.epub;Literary;Anonymous
The Splendid Fairing;pg40545.epub;Literary;Holme| Constance
Moth and Rust; Together with Geoffrey's Wife and The Pitfall;pg40566.epub;Literary;Cholmondeley| Mary
Prince Charlie;pg40611.epub;Literary;Delannoy| Burford
The Hypocrite;pg40651.epub;Literary;Thorne| Guy
The White Virgin;pg40672.epub;Literary;Fenn| George Manville
The Tiger Lily;pg40673.epub;Literary;Fenn| George Manville
Sawn Off: A Tale of a Family Tree;pg40674.epub;Literary;Fenn| George Manville
Gretchen: A Novel;pg40702.epub;Literary;Holmes| Mary Jane
Fighting Byng: A Novel of Mystery- Intrigue and Adventure;pg40821.epub;Detective and Mystery;Stone| A.
The Adventures of Peregrine Pickle;pg4084.epub;Literary;Smollett| T.
Meg- of Valencia;pg40926.epub;Literary;Jarrell| Myra Williams
The Day of Temptation;pg40998.epub;Literary;Queux| William Le
Stolen Souls;pg40999.epub;Literary;Queux| William Le
The Sign of the Stranger;pg41089.epub;Detective and Mystery;Queux| William Le
Rayton: A Backwoods Mystery;pg41122.epub;Literary;Roberts| Theodore Goodridge
Jenifer's Prayer;pg41191.epub;Literary;Crane| Oliver
The Eve of All-Hallows- Adelaide of Tyrconnel- v. 1 of 3;pg41212.epub;Literary;Hartstonge| Matthew Weld
Ten Thousand a-Year. Volume 3.;pg41247.epub;Literary;Warren| Samuel
The Arm-Chair at the Inn;pg41284.epub;Literary;Smith| Francis Hopkinson
My Danish Sweetheart: A Novel. Volume 1 of 3;pg41313.epub;Sea and Adventure;Russell| William Clark
My Danish Sweetheart: A Novel. Volume 2 of 3;pg41314.epub;Sea and Adventure;Russell| William Clark
My Danish Sweetheart: A Novel. Volume 3 of 3;pg41315.epub;Sea and Adventure;Russell| William Clark
Mrs. Dorriman: A Novel. Volume 1 of 3;pg41329.epub;Literary;Chetwynd| Mrs. Henry Wayland
Mrs. Dorriman: A Novel. Volume 2 of 3;pg41330.epub;Literary;Chetwynd| Mrs. Henry Wayland
Mrs. Dorriman: A Novel. Volume 3 of 3;pg41331.epub;Literary;Chetwynd| Mrs. Henry Wayland
Ten Thousand a-Year. Volume 2.;pg41332.epub;Literary;Warren| Samuel
Mount Royal: A Novel. Volume 1 of 3;pg41339.epub;Literary;Braddon| M. E.
Mount Royal: A Novel. Volume 2 of 3;pg41340.epub;Literary;Braddon| M. E.
Mount Royal: A Novel. Volume 3 of 3;pg41341.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 1 of 3;pg41374.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 2 of 3;pg41375.epub;Literary;Braddon| M. E.
Mohawks: A Novel. Volume 3 of 3;pg41376.epub;Literary;Braddon| M. E.
The Broken Thread;pg41459.epub;Detective and Mystery;Queux| William Le
The Yazoo Mystery: A Novel;pg41483.epub;Literary;Craddock| Irving
The Decadent: Being the Gospel of Inaction - Wherein Are Set Forth in Romance Form Certain Reflections Touching the Curious Characteristics of These Ultimate Years- and the Divers Causes Thereof;pg41490.epub;Literary;Cram| Ralph Adams
The House Opposite: A Mystery;pg41525.epub;Detective and Mystery;Kent| Elizabeth
Rose Clark;pg41542.epub;Literary;Fern| Fanny
Mabel: A Novel. Vol. 1 (of 3);pg41564.epub;Literary;Newby| Mrs. C. J.
A Fortnight of Folly;pg41660.epub;Literary;Conway| Hugh| Thompson| Maurice
A Changed Heart: A Novel;pg41672.epub;Literary;Fleming| May Agnes
Albrecht;pg41764.epub;Literary;Bates| Arlo
Quintus Oakes: A Detective Story;pg41790.epub;Detective and Mystery;Jackson| Charles Ross
The Last Miracle;pg41794.epub;Literary;Shiel| M. P.
John Marvel- Assistant;pg41817.epub;Literary;Page| Thomas Nelson
The Golden Bough;pg41844.epub;Literary;Gibbs| George
The Terms of Surrender;pg41859.epub;Literary;Tracy| Louis
Ragna;pg41863.epub;Literary;Costantini| Anna Miller
A Fair Mystery: The Story of a Coquette;pg41932.epub;Literary;Brame| Charlotte M.
The Debatable Land: A Novel;pg41963.epub;Literary;Colton| Arthur
The Barrel Mystery;pg42010.epub;Detective and Mystery;Flynn| William J.
The Eve of All-Hallows- Adelaide of Tyrconnel- v. 2 of 3;pg42095.epub;Literary;Hartstonge| Matthew Weld
The Trail-Hunter: A Tale of the Far West;pg42115.epub;Western Stories;Aimard| Gustave
The Pirates of the Prairies: Adventures in the American Desert;pg42117.epub;Western Stories;Aimard| Gustave
The World Before Them: A Novel. Volume 2 (of 3);pg42145.epub;Literary;Moodie| Susanna
The World Before Them: A Novel. Volume 1 (of 3);pg42165.epub;Literary;Moodie| Susanna
The World Before Them: A Novel. Volume 3 (of 3);pg42174.epub;Literary;Moodie| Susanna
The Shadow of a Sin;pg42320.epub;Literary;Brame| Charlotte M.
Justin Wingate- Ranchman;pg42423.epub;Western Stories;Whitson| John Harvey
Barbara Rebell;pg42462.epub;Literary;Lowndes| Marie Belloc
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 1;pg42491.epub;Literary;Williams| Robert Folkestone
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 2;pg42492.epub;Literary;Williams| Robert Folkestone
Lady Eureka- The Mystery: A Prophecy of the Future. Volume 3;pg42493.epub;Literary;Williams| Robert Folkestone
Miracle Gold: A Novel (Vol. 2 of 3);pg42496.epub;Literary;Dowling| Richard
Miracle Gold: A Novel (Vol. 1 of 3);pg42498.epub;Literary;Dowling| Richard
Miracle Gold: A Novel (Vol. 3 of 3);pg42499.epub;Literary;Dowling| Richard
Blackthorn Farm;pg42519.epub;Literary;Applin| Arthur
